payroll_number,first_name,last_name,department,position,job,latest_start_date,job_seniority_date,total_salary,gender,assignment_status,assignment_category,race_ethnicity
667994,Huberto,Henmarsh,Marketing,Y671.Department Name.Division Name.08,Recruiter,2002-08-05,2002-08-05,86001.06,M,Active Assignment,Fulltime-Temporary,Asian
135598,Ibrahim,Cranfield,Support,V545.Department Name.Division Name.08,Paralegal,2000-07-21,2000-07-21,132249.08,M,Active Assignment,Fulltime-Temporary,Asian
617409,Ora,Drexel,Product Management,D101.Department Name.Division Name.05,Desktop Support Technician,2012-08-04,2012-08-04,135640.76,F,Active Assignment,Parttime-Regular,
233299,Fairleigh,Fulun,Legal,O885.Department Name.Division Name.09,Senior Editor,2011-06-16,2011-06-16,136871.46,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
114906,Dennison,Myderscough,Engineering,E328.Department Name.Division Name.00,Legal Assistant,2005-12-19,2005-12-19,125731.49,M,Active Assignment,Fulltime-Regular,
402953,Jorge,McCurley,Research and Development,K369.Department Name.Division Name.06,Senior Cost Accountant,2009-12-04,2009-12-04,125514.02,M,Active Assignment,Fulltime-Regular,Black or African American
991640,Freddie,Strelitzki,Services,S302.Department Name.Division Name.02,Software Test Engineer III,2005-06-23,2005-06-23,49108.90,M,Active Assignment,Parttime-Regular,Black or African American
546859,Petronella,Dufton,Research and Development,O649.Department Name.Division Name.09,Automation Specialist IV,2013-06-19,2013-06-19,119174.02,F,Active Assignment,Fulltime-Temporary,Black or African American
292387,Rolf,Tapp,Engineering,K227.Department Name.Division Name.01,VP Accounting,2010-10-15,2010-10-15,100923.52,M,Active Assignment,Parttime-Regular,Asian
771866,Judd,Desantis,Research and Development,W840.Department Name.Division Name.00,Geological Engineer,2015-06-14,2015-06-14,107617.43,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
252150,Traci,Prate,Business Development,Y575.Department Name.Division Name.00,Web Designer IV,2005-01-22,2005-01-22,62445.60,F,Active Assignment,Fulltime-Regular,Asian
970079,Reid,Ackermann,Marketing,R938.Department Name.Division Name.04,Database Administrator III,2000-07-02,2000-07-02,81912.11,M,Active Assignment,Fulltime-Temporary,
844199,Ericka,Matejic,Sales,Q158.Department Name.Division Name.00,Teacher,2012-06-10,2012-06-10,83371.70,F,Active Assignment,Fulltime-Temporary,Black or African American
442987,Rutger,Tesoe,Training,S966.Department Name.Division Name.08,Associate Professor,2002-07-19,2002-07-19,55923.66,M,Active Assignment,Fulltime-Temporary,Black or African American
786117,Reina,Killigrew,Training,M036.Department Name.Division Name.02,Recruiting Manager,2003-12-14,2003-12-14,61527.56,F,Active Assignment,Parttime-Regular,White
911677,Shermy,Stanway,Sales,Q938.Department Name.Division Name.09,Physical Therapy Assistant,2009-04-23,2009-04-23,95869.55,M,Active Assignment,Parttime-Regular,Black or African American
331273,Gwyneth,Siward,Human Resources,J843.Department Name.Division Name.04,Cost Accountant,2008-03-25,2008-03-25,76350.89,F,Active Assignment,Fulltime-Temporary,Black or African American
482515,Gustavus,Jiroutka,Services,X092.Department Name.Division Name.09,Web Developer III,2002-11-16,2002-11-16,121093.11,M,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
146970,Ellerey,Gemmill,Services,C947.Department Name.Division Name.04,Geologist I,2003-03-24,2003-03-24,51180.42,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
893302,Ninnetta,Ranahan,Legal,R774.Department Name.Division Name.07,Design Engineer,2002-04-01,2002-04-01,139841.61,F,Active Assignment,Parttime-Regular,Asian
330139,Gray,Sandels,Services,V136.Department Name.Division Name.09,Paralegal,2008-08-01,2008-08-01,53395.79,M,Active Assignment,Fulltime-Temporary,Asian
844933,Holly,Denison,Business Development,W882.Department Name.Division Name.06,Compensation Analyst,2005-03-16,2005-03-16,110399.79,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
638424,Dimitry,Strickett,Sales,N383.Department Name.Division Name.03,Civil Engineer,2016-05-21,2016-05-21,114296.42,M,Active Assignment,Fulltime-Temporary,Black or African American
879481,Fernandina,Ruffle,Services,Q268.Department Name.Division Name.01,Nurse Practicioner,2003-06-14,2003-06-14,67158.67,F,Active Assignment,Fulltime-Temporary,White
481307,Lemmie,Branson,Business Development,C656.Department Name.Division Name.07,Administrative Assistant III,2000-12-05,2000-12-05,141894.52,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
