Payroll Number,First Name,Last Name,Department,Position,Job Title,Latest Start Date,Job Seniority Date,Total Salary,Gender,Hispanic or Latino of any race,American Indian or Alaskan Native,Asian,Black or African American,Native Hawaiian or Other Pacific,White,Two or More Races,Assignment Status,Assignment Category
100842,Cristiano,Extil,Research and Development,E845.Department Name.Division Name.09,Account Coordinator,2007-10-09,2007-10-09,124770.37,M,,,,,,,,Active Assignment,Fulltime-Temporary
792453,Cleve,Spikeings,Sales,O072.Department Name.Division Name.06,Senior Developer,2014-03-06,2014-03-06,114066.50,M,,,,True,,,,Active Assignment,Parttime-Regular
319987,Whitby,Kinde,Research and Development,I479.Department Name.Division Name.08,Geological Engineer,2001-03-26,2001-03-26,123895.16,M,,,True,True,,,,Active Assignment,Fulltime-Regular
310775,Stephie,Rayman,Sales,A021.Department Name.Division Name.04,Marketing Assistant,2006-01-03,2006-01-03,114616.52,F,True,,,,,,,Active Assignment,Fulltime-Regular
826564,Abraham,Seager,Research and Development,X666.Department Name.Division Name.06,Technical Writer,2002-10-15,2002-10-15,89854.89,M,,,,,,True,,Active Assignment,Fulltime-Regular
748092,Fabien,Cargo,Services,G287.Department Name.Division Name.01,Research Assistant I,2002-07-05,2002-07-05,137536.83,M,True,,,True,,,True,Active Assignment,Fulltime-Temporary
955141,Connor,Yegorchenkov,Sales,W327.Department Name.Division Name.01,Research Nurse,2015-01-17,2015-01-17,128898.24,M,,,,True,,True,,Active Assignment,Parttime-Regular
774383,Joachim,Petchell,Support,Q663.Department Name.Division Name.07,Media Manager I,2009-06-21,2009-06-21,58388.34,M,,,,,,,,Active Assignment,Parttime-Regular
284926,Noll,Darrel,Engineering,N731.Department Name.Division Name.08,Research Nurse,2015-05-30,2015-05-30,81126.10,M,,,,True,,,,Active Assignment,Parttime-Regular
458359,Joyous,Delgardo,Human Resources,A715.Department Name.Division Name.07,Payment Adjustment Coordinator,2014-07-26,2014-07-26,135094.34,F,,,,,,True,,Active Assignment,Fulltime-Temporary
549309,Rochell,Pauleit,Legal,N696.Department Name.Division Name.03,Software Test Engineer III,2010-11-18,2010-11-18,53475.79,F,,,,True,,,,Active Assignment,Fulltime-Regular
593669,Gino,Stile,Accounting,L450.Department Name.Division Name.08,Teacher,2010-12-05,2010-12-05,53529.95,M,,,,True,,True,,Active Assignment,Parttime-Regular
896401,Davita,Butten,Training,E801.Department Name.Division Name.03,VP Sales,2007-07-24,2007-07-24,148793.76,F,,,,True,,,,Active Assignment,Fulltime-Temporary
137023,Rowland,Trimble,Legal,B335.Department Name.Division Name.01,Junior Executive,2011-08-01,2011-08-01,69497.04,M,,,,,,,,Active Assignment,Fulltime-Regular
178707,Thibaud,Batterbee,Legal,O594.Department Name.Division Name.04,Developer IV,2003-12-01,2003-12-01,41306.03,M,,,True,,,,,Active Assignment,Fulltime-Regular
969304,Pia,Charrisson,Legal,I662.Department Name.Division Name.08,Payment Adjustment Coordinator,2008-12-16,2008-12-16,97412.81,F,,,True,,,True,,Active Assignment,Parttime-Regular
396633,Cleve,Bartkiewicz,Legal,L849.Department Name.Division Name.01,Structural Analysis Engineer,2008-09-30,2008-09-30,142148.58,M,,,,,,,,Active Assignment,Fulltime-Temporary
701377,Osbert,Dulin,Training,J049.Department Name.Division Name.07,Senior Financial Analyst,2010-12-09,2010-12-09,147733.59,M,,,,True,,,,Active Assignment,Fulltime-Temporary
275661,Gage,Macauley,Human Resources,K405.Department Name.Division Name.01,Help Desk Operator,2013-12-20,2013-12-20,53094.16,M,,,True,,True,True,,Active Assignment,Parttime-Regular
643362,Roderich,Frawley,Marketing,S484.Department Name.Division Name.01,Pharmacist,2016-06-08,2016-06-08,130493.72,M,True,,True,True,,True,,Active Assignment,Fulltime-Temporary
226746,Annamarie,Tooker,Human Resources,P172.Department Name.Division Name.05,Database Administrator II,2007-09-16,2007-09-16,110082.19,F,,,,,,True,,Active Assignment,Fulltime-Regular
676786,Amble,Gentiry,Marketing,E038.Department Name.Division Name.07,Media Manager IV,2011-02-11,2011-02-11,124990.17,M,,,True,True,,True,,Active Assignment,Fulltime-Temporary
281141,Nelia,Apdell,Business Development,T551.Department Name.Division Name.07,Tax Accountant,2003-12-18,2003-12-18,112861.71,F,,,,,,,,Active Assignment,Fulltime-Regular
890351,Arty,De Fraine,Services,B903.Department Name.Division Name.04,Administrative Assistant IV,2000-11-18,2000-11-18,62207.82,M,True,,True,True,,True,,Active Assignment,Parttime-Regular
595017,Ilario,Gillopp,Services,K964.Department Name.Division Name.08,Web Designer III,2010-07-25,2010-07-25,111355.55,M,True,,,,,True,,Active Assignment,Fulltime-Regular
720989,Torrance,Barlthrop,Sales,M776.Department Name.Division Name.06,Database Administrator II,2009-03-04,2009-03-04,112908.00,M,,,,,True,True,,Active Assignment,Parttime-Regular
176357,Lindy,Chinery,Support,D240.Department Name.Division Name.04,Operator,2013-12-19,2013-12-19,41357.69,M,,,,,,True,,Active Assignment,Fulltime-Regular
381003,Osbourne,Arkcoll,Training,C078.Department Name.Division Name.01,VP Quality Control,2015-02-22,2015-02-22,124474.00,M,,,True,,,True,,Active Assignment,Parttime-Regular
334021,Rustin,Southerton,Research and Development,O514.Department Name.Division Name.05,Payment Adjustment Coordinator,2016-04-18,2016-04-18,41767.33,M,,,,,,True,True,Active Assignment,Fulltime-Regular
924622,Vi,Bendik,Legal,L127.Department Name.Division Name.03,Registered Nurse,2005-06-08,2005-06-08,58240.42,F,,,True,,,True,,Active Assignment,Parttime-Regular
678628,Zahara,Delucia,Business Development,N588.Department Name.Division Name.09,Data Coordiator,2011-12-06,2011-12-06,60224.44,F,,,,,,True,,Active Assignment,Fulltime-Temporary
298369,Willie,Kleinplac,Support,R574.Department Name.Division Name.08,Community Outreach Specialist,2010-05-14,2010-05-14,88927.19,F,,,True,True,,,,Active Assignment,Fulltime-Temporary
667994,Huberto,Henmarsh,Marketing,Y671.Department Name.Division Name.08,Recruiter,2002-08-05,2002-08-05,86001.06,M,,,True,True,,True,,Active Assignment,Fulltime-Temporary
135598,Ibrahim,Cranfield,Support,V545.Department Name.Division Name.08,Paralegal,2000-07-21,2000-07-21,132249.08,M,,,True,True,,True,,Active Assignment,Fulltime-Temporary
617409,Ora,Drexel,Product Management,D101.Department Name.Division Name.05,Desktop Support Technician,2012-08-04,2012-08-04,135640.76,F,,,,,,,,Active Assignment,Parttime-Regular
233299,Fairleigh,Fulun,Legal,O885.Department Name.Division Name.09,Senior Editor,2011-06-16,2011-06-16,136871.46,M,True,,,,,True,,Active Assignment,Parttime-Regular
114906,Dennison,Myderscough,Engineering,E328.Department Name.Division Name.00,Legal Assistant,2005-12-19,2005-12-19,125731.49,M,,,,,,,,Active Assignment,Fulltime-Regular
402953,Jorge,McCurley,Research and Development,K369.Department Name.Division Name.06,Senior Cost Accountant,2009-12-04,2009-12-04,125514.02,M,,,,True,,,,Active Assignment,Fulltime-Regular
991640,Freddie,Strelitzki,Services,S302.Department Name.Division Name.02,Software Test Engineer III,2005-06-23,2005-06-23,49108.90,M,,,,True,,True,,Active Assignment,Parttime-Regular
546859,Petronella,Dufton,Research and Development,O649.Department Name.Division Name.09,Automation Specialist IV,2013-06-19,2013-06-19,119174.02,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
292387,Rolf,Tapp,Engineering,K227.Department Name.Division Name.01,VP Accounting,2010-10-15,2010-10-15,100923.52,M,,,True,True,,True,,Active Assignment,Parttime-Regular
771866,Judd,Desantis,Research and Development,W840.Department Name.Division Name.00,Geological Engineer,2015-06-14,2015-06-14,107617.43,M,True,,,True,,True,,Active Assignment,Parttime-Regular
252150,Traci,Prate,Business Development,Y575.Department Name.Division Name.00,Web Designer IV,2005-01-22,2005-01-22,62445.60,F,,,True,,,True,,Active Assignment,Fulltime-Regular
970079,Reid,Ackermann,Marketing,R938.Department Name.Division Name.04,Database Administrator III,2000-07-02,2000-07-02,81912.11,M,,,,,,,,Active Assignment,Fulltime-Temporary
844199,Ericka,Matejic,Sales,Q158.Department Name.Division Name.00,Teacher,2012-06-10,2012-06-10,83371.70,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
442987,Rutger,Tesoe,Training,S966.Department Name.Division Name.08,Associate Professor,2002-07-19,2002-07-19,55923.66,M,,,,True,,,,Active Assignment,Fulltime-Temporary
786117,Reina,Killigrew,Training,M036.Department Name.Division Name.02,Recruiting Manager,2003-12-14,2003-12-14,61527.56,F,,,,,,True,,Active Assignment,Parttime-Regular
911677,Shermy,Stanway,Sales,Q938.Department Name.Division Name.09,Physical Therapy Assistant,2009-04-23,2009-04-23,95869.55,M,,,,True,,True,,Active Assignment,Parttime-Regular
331273,Gwyneth,Siward,Human Resources,J843.Department Name.Division Name.04,Cost Accountant,2008-03-25,2008-03-25,76350.89,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
482515,Gustavus,Jiroutka,Services,X092.Department Name.Division Name.09,Web Developer III,2002-11-16,2002-11-16,121093.11,M,,,,,True,,,Active Assignment,Fulltime-Temporary
146970,Ellerey,Gemmill,Services,C947.Department Name.Division Name.04,Geologist I,2003-03-24,2003-03-24,51180.42,M,True,,,,,,,Active Assignment,Fulltime-Temporary
893302,Ninnetta,Ranahan,Legal,R774.Department Name.Division Name.07,Design Engineer,2002-04-01,2002-04-01,139841.61,F,,,True,,,True,,Active Assignment,Parttime-Regular
330139,Gray,Sandels,Services,V136.Department Name.Division Name.09,Paralegal,2008-08-01,2008-08-01,53395.79,M,,,True,True,,True,,Active Assignment,Fulltime-Temporary
844933,Holly,Denison,Business Development,W882.Department Name.Division Name.06,Compensation Analyst,2005-03-16,2005-03-16,110399.79,M,True,,,True,,,,Active Assignment,Fulltime-Temporary
638424,Dimitry,Strickett,Sales,N383.Department Name.Division Name.03,Civil Engineer,2016-05-21,2016-05-21,114296.42,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
879481,Fernandina,Ruffle,Services,Q268.Department Name.Division Name.01,Nurse Practicioner,2003-06-14,2003-06-14,67158.67,F,,,,,,True,,Active Assignment,Fulltime-Temporary
481307,Lemmie,Branson,Business Development,C656.Department Name.Division Name.07,Administrative Assistant III,2000-12-05,2000-12-05,141894.52,M,True,,True,,,,,Active Assignment,Fulltime-Temporary
